id,new,alive,request,resolve,url,subdomain,level,cname,ip,public,cdn,port,status,reason,title,banner,cidr,asn,org,addr,isp,source
65,0,0,1,1,https://xk.dali.edu.cn,xk.dali.edu.cn,1,xk.dali.edu.cn,202.203.16.36,1,0,443,502,Bad Gateway,访问出错 - 502,none,202.203.16.0/24,AS4538,China Education and Research Network Center,中国云南省大理,教育网,IP138Query
66,0,1,1,1,http://xk.dali.edu.cn,xk.dali.edu.cn,1,xk.dali.edu.cn,202.203.16.36,1,1,80,200,OK,欢迎使用正方教务管理系统！请登录,"none,ASP.NET",202.203.16.0/24,AS4538,China Education and Research Network Center,中国云南省大理,教育网,IP138Query
67,0,1,1,1,http://ydxy.dali.edu.cn,ydxy.dali.edu.cn,1,ydxy.dali.edu.cn,202.203.16.75,1,0,80,404,,'',,202.203.16.0/24,AS4538,China Education and Research Network Center,中国云南省大理,教育网,CrtshQuery
68,0,1,1,1,https://ydxy.dali.edu.cn,ydxy.dali.edu.cn,1,ydxy.dali.edu.cn,202.203.16.75,1,0,443,404,,'',,202.203.16.0/24,AS4538,China Education and Research Network Center,中国云南省大理,教育网,CrtshQuery
69,0,0,1,1,https://yx.dali.edu.cn,yx.dali.edu.cn,1,yx.dali.edu.cn,202.203.16.36,1,0,443,502,Bad Gateway,访问出错 - 502,none,202.203.16.0/24,AS4538,China Education and Research Network Center,中国云南省大理,教育网,QianXunQuery
70,0,0,1,1,http://yx.dali.edu.cn,yx.dali.edu.cn,1,yx.dali.edu.cn,202.203.16.36,1,0,80,502,Bad Gateway,访问出错 - 502,none,202.203.16.0/24,AS4538,China Education and Research Network Center,中国云南省大理,教育网,QianXunQuery
71,0,0,1,1,https://zjc.dali.edu.cn,zjc.dali.edu.cn,1,zjc.dali.edu.cn,202.203.16.36,1,0,443,502,Bad Gateway,访问出错 - 502,none,202.203.16.0/24,AS4538,China Education and Research Network Center,中国云南省大理,教育网,QianXunQuery
72,0,1,1,1,http://zjc.dali.edu.cn,zjc.dali.edu.cn,1,zjc.dali.edu.cn,202.203.16.36,1,1,80,200,OK,大理大学·招生就业工作网,none,202.203.16.0/24,AS4538,China Education and Research Network Center,中国云南省大理,教育网,QianXunQuery
73,0,1,1,1,http://zs.dali.edu.cn,zs.dali.edu.cn,1,zs.dali.edu.cn,202.203.16.36,1,1,80,200,OK,大理大学·本科招生网,none,202.203.16.0/24,AS4538,China Education and Research Network Center,中国云南省大理,教育网,QianXunQuery
74,0,0,1,1,https://zs.dali.edu.cn,zs.dali.edu.cn,1,zs.dali.edu.cn,202.203.16.36,1,0,443,502,Bad Gateway,访问出错 - 502,none,202.203.16.0/24,AS4538,China Education and Research Network Center,中国云南省大理,教育网,QianXunQuery
